Date,Close
5/31/2024 16:00:00,173.96
6/7/2024 16:00:00,175.95
6/14/2024 16:00:00,178.37
6/21/2024 16:00:00,180.26
6/28/2024 16:00:00,183.42
7/5/2024 16:00:00,191.96
7/12/2024 16:00:00,186.78
7/19/2024 16:00:00,179.39
7/26/2024 16:00:00,168.68
8/2/2024 16:00:00,168.4
8/9/2024 16:00:00,165.39
8/16/2024 16:00:00,164.74
8/23/2024 16:00:00,167.43
8/30/2024 16:00:00,165.11
9/6/2024 16:00:00,152.13
9/13/2024 16:00:00,158.37
9/20/2024 16:00:00,164.64
9/27/2024 16:00:00,165.29
10/4/2024 16:00:00,168.56
10/11/2024 16:00:00,164.52
10/18/2024 16:00:00,165.05
10/25/2024 16:00:00,166.99
11/1/2024 16:00:00,172.65
11/8/2024 16:00:00,179.86
11/15/2024 16:00:00,173.89
11/22/2024 16:00:00,166.57
11/29/2024 13:05:00,170.49
12/6/2024 16:00:00,176.49
12/13/2024 16:00:00,191.38
12/20/2024 16:00:00,192.96
12/27/2024 16:00:00,194.04
1/3/2025 16:00:00,193.13
1/10/2025 16:00:00,193.17
1/17/2025 16:00:00,197.55
1/24/2025 16:00:00,201.9
