Date,Close
12/4/2020 16:00:00,91.4
12/11/2020 16:00:00,89.09
12/18/2020 16:00:00,86.55
12/24/2020 13:00:00,86.94
12/31/2020 16:00:00,87.59
1/8/2021 16:00:00,90.36
1/15/2021 16:00:00,86.81
1/22/2021 16:00:00,95.05
1/29/2021 16:00:00,91.79
2/5/2021 16:00:00,104.9
2/12/2021 16:00:00,105.21
2/19/2021 16:00:00,105.06
2/26/2021 16:00:00,101.84
3/5/2021 16:00:00,105.43
3/12/2021 16:00:00,103.1
3/19/2021 16:00:00,102.16
3/26/2021 16:00:00,101.78
4/1/2021 16:00:00,106.89
4/9/2021 16:00:00,114.29
4/16/2021 16:00:00,114.89
4/23/2021 16:00:00,115.77
4/30/2021 16:00:00,120.51
5/7/2021 16:00:00,119.93
5/14/2021 16:00:00,115.81
5/21/2021 16:00:00,117.26
5/28/2021 16:00:00,120.58
6/4/2021 16:00:00,122.59
6/11/2021 16:00:00,125.7
6/18/2021 16:00:00,125.57
6/25/2021 16:00:00,127
7/2/2021 16:00:00,128.72
7/9/2021 16:00:00,129.57
7/16/2021 16:00:00,131.85
7/23/2021 16:00:00,137.82
7/30/2021 16:00:00,135.22
8/6/2021 16:00:00,137.04
8/13/2021 16:00:00,138.41
8/20/2021 16:00:00,138.44
8/27/2021 16:00:00,144.55
9/3/2021 16:00:00,144.78
9/10/2021 16:00:00,141.92
9/17/2021 16:00:00,141.46
9/24/2021 16:00:00,142.63
10/1/2021 16:00:00,136.46
10/8/2021 16:00:00,140.06
10/15/2021 16:00:00,141.68
10/22/2021 16:00:00,138.63
10/29/2021 16:00:00,148.27
11/5/2021 16:00:00,149.24
11/12/2021 16:00:00,149.65
11/19/2021 16:00:00,149.95
11/26/2021 13:00:00,142.81
12/3/2021 16:00:00,142.52
12/10/2021 16:00:00,148.68
12/17/2021 16:00:00,142.8
12/23/2021 16:00:00,147.14
12/31/2021 16:00:00,144.68
1/7/2022 16:00:00,137
1/14/2022 16:00:00,139.79
1/21/2022 16:00:00,130.09
1/28/2022 16:00:00,133.29
2/4/2022 16:00:00,143.02
2/11/2022 16:00:00,134.13
2/18/2022 16:00:00,130.47
2/25/2022 16:00:00,134.52
3/4/2022 16:00:00,132.12
3/11/2022 16:00:00,130.48
3/18/2022 16:00:00,136.8
3/25/2022 16:00:00,141.52
4/1/2022 16:00:00,140.7
4/8/2022 16:00:00,134.01
4/14/2022 16:00:00,127.25
4/22/2022 16:00:00,119.61
4/29/2022 16:00:00,114.97
5/6/2022 16:00:00,115.66
5/13/2022 16:00:00,116.52
5/20/2022 16:00:00,109.31
5/27/2022 16:00:00,112.8
6/3/2022 16:00:00,114.56
6/10/2022 16:00:00,111.43
6/17/2022 16:00:00,107.87
6/24/2022 16:00:00,118.54
7/1/2022 16:00:00,109.08
7/8/2022 16:00:00,120.17
7/15/2022 16:00:00,112.77
7/22/2022 16:00:00,108.36
7/29/2022 16:00:00,116.64
8/5/2022 16:00:00,118.22
8/12/2022 16:00:00,122.65
8/19/2022 16:00:00,118.12
8/26/2022 16:00:00,111.3
9/2/2022 16:00:00,108.68
9/9/2022 16:00:00,111.78
9/16/2022 16:00:00,103.63
9/23/2022 16:00:00,99.17
9/30/2022 16:00:00,96.15
10/7/2022 16:00:00,99.57
10/14/2022 16:00:00,97.18
10/21/2022 16:00:00,101.48
10/28/2022 16:00:00,96.58
11/4/2022 16:00:00,86.7
11/11/2022 16:00:00,96.73
11/18/2022 16:00:00,97.8
11/25/2022 13:05:00,97.6
12/2/2022 16:00:00,100.83
12/9/2022 16:00:00,93.07
12/16/2022 16:00:00,90.86
12/23/2022 16:00:00,89.81
12/30/2022 16:00:00,88.73
1/6/2023 16:00:00,88.16
1/13/2023 16:00:00,92.8
1/20/2023 16:00:00,99.28
1/27/2023 16:00:00,100.71
2/3/2023 16:00:00,105.22
2/10/2023 16:00:00,94.86
2/17/2023 16:00:00,94.59
2/24/2023 16:00:00,89.35
3/3/2023 16:00:00,94.02
3/10/2023 16:00:00,91.01
3/17/2023 16:00:00,102.46
3/24/2023 16:00:00,106.06
3/31/2023 16:00:00,104
4/6/2023 16:00:00,108.9
4/14/2023 16:00:00,109.46
4/21/2023 16:00:00,105.91
4/28/2023 16:00:00,108.22
5/5/2023 16:00:00,106.22
5/12/2023 16:00:00,117.92
5/19/2023 16:00:00,123.25
5/26/2023 16:00:00,125.43
6/2/2023 16:00:00,125.23
6/9/2023 16:00:00,122.87
6/16/2023 16:00:00,124.06
6/23/2023 16:00:00,123.02
6/30/2023 16:00:00,120.97
7/7/2023 16:00:00,120.14
7/14/2023 16:00:00,125.7
7/21/2023 16:00:00,120.31
7/28/2023 16:00:00,133.01
8/4/2023 16:00:00,128.54
8/11/2023 16:00:00,130.17
8/18/2023 16:00:00,128.11
8/25/2023 16:00:00,130.69
9/1/2023 16:00:00,136.8
9/8/2023 16:00:00,137.2
9/15/2023 16:00:00,138.3
9/22/2023 16:00:00,131.25
9/29/2023 16:00:00,131.85
10/6/2023 16:00:00,138.73
10/13/2023 16:00:00,138.58
10/20/2023 16:00:00,136.74
10/27/2023 16:00:00,123.4
11/3/2023 16:00:00,130.37
11/10/2023 16:00:00,134.06
11/17/2023 16:00:00,136.94
11/24/2023 13:05:00,138.22
12/1/2023 16:00:00,133.32
12/8/2023 16:00:00,136.64
12/15/2023 16:00:00,133.84
12/22/2023 16:00:00,142.72
12/29/2023 16:00:00,140.93
1/5/2024 16:00:00,137.39
1/12/2024 16:00:00,144.24
1/19/2024 16:00:00,147.97
1/26/2024 16:00:00,153.79
2/2/2024 16:00:00,143.54
2/9/2024 16:00:00,150.22
2/16/2024 16:00:00,141.76
2/23/2024 16:00:00,145.29
3/1/2024 16:00:00,138.08
3/8/2024 16:00:00,136.29
3/15/2024 16:00:00,142.17
3/22/2024 16:00:00,151.77
3/28/2024 16:00:00,152.26
4/5/2024 16:00:00,153.94
4/12/2024 16:00:00,159.19
4/19/2024 16:00:00,155.72
4/26/2024 16:00:00,173.69
5/3/2024 16:00:00,168.99
5/10/2024 16:00:00,170.29
5/17/2024 16:00:00,177.29
5/24/2024 16:00:00,176.33
