Date,Close
1/26/2018 16:00:00,58.79
2/2/2018 16:00:00,55.6
2/9/2018 16:00:00,51.89
2/16/2018 16:00:00,54.74
2/23/2018 16:00:00,56.34
3/2/2018 16:00:00,53.95
3/9/2018 16:00:00,58
3/16/2018 16:00:00,56.79
3/23/2018 16:00:00,51.08
3/29/2018 16:00:00,51.59
4/6/2018 16:00:00,50.35
4/13/2018 16:00:00,51.46
4/20/2018 16:00:00,53.65
4/27/2018 16:00:00,51.5
5/4/2018 16:00:00,52.41
5/11/2018 16:00:00,54.91
5/18/2018 16:00:00,53.32
5/25/2018 16:00:00,53.78
6/1/2018 16:00:00,55.98
6/8/2018 16:00:00,56.04
6/15/2018 16:00:00,57.61
6/22/2018 16:00:00,57.77
6/29/2018 16:00:00,55.78
7/6/2018 16:00:00,57.01
7/13/2018 16:00:00,59.44
7/20/2018 16:00:00,59.25
7/27/2018 16:00:00,61.93
8/3/2018 16:00:00,61.19
8/10/2018 16:00:00,61.88
8/17/2018 16:00:00,60.05
8/24/2018 16:00:00,61.03
8/31/2018 16:00:00,60.91
9/7/2018 16:00:00,58.24
9/14/2018 16:00:00,58.63
9/21/2018 16:00:00,58.3
9/28/2018 16:00:00,59.67
10/5/2018 16:00:00,57.87
10/12/2018 16:00:00,55.5
10/19/2018 16:00:00,54.82
10/26/2018 16:00:00,53.57
11/2/2018 16:00:00,52.89
11/9/2018 16:00:00,53.31
11/16/2018 16:00:00,53.07
11/23/2018 13:00:00,51.19
11/30/2018 16:00:00,54.72
12/7/2018 16:00:00,51.83
12/14/2018 16:00:00,52.11
12/21/2018 16:00:00,48.98
12/28/2018 16:00:00,51.85
1/4/2019 16:00:00,53.54
1/11/2019 16:00:00,52.86
1/18/2019 16:00:00,54.91
1/25/2019 16:00:00,54.55
2/1/2019 16:00:00,55.54
2/8/2019 16:00:00,54.75
2/15/2019 16:00:00,55.68
2/22/2019 16:00:00,55.52
3/1/2019 16:00:00,57.05
3/8/2019 16:00:00,57.12
3/15/2019 16:00:00,59.22
3/22/2019 16:00:00,60.28
3/29/2019 16:00:00,58.67
4/5/2019 16:00:00,60.36
4/12/2019 16:00:00,60.89
4/18/2019 16:00:00,61.82
4/26/2019 16:00:00,63.61
5/3/2019 16:00:00,59.27
5/10/2019 16:00:00,58.21
5/17/2019 16:00:00,58.12
5/24/2019 16:00:00,56.67
5/31/2019 16:00:00,55.18
6/7/2019 16:00:00,53.3
6/14/2019 16:00:00,54.27
